-1,5653.72619367286
-0.98,5677.06874438848
-0.96,5700.80476396992
-0.94,5724.92658846559
-0.92,5749.42513063854
-0.9,5774.28982077624
-0.88,5799.50855359904
-0.86,5825.06764246376
-0.84,5850.9517820822
-0.82,5877.144020977
-0.8,5903.62574487368
-0.78,5930.37667217781
-0.76,5957.37486260562
-0.74,5984.59673992478
-0.72,6012.01712961833
-0.7,6039.60931210995
-0.68,6067.34509198263
-0.66,6095.19488339083
-0.64,6123.12781160937
-0.62,6151.11183038839
-0.6,6179.11385449679
-0.58,6207.09990654606
-0.56,6235.03527689837
-0.54,6262.8846951869
-0.52,6290.61251172095
-0.5,6318.18288682121
-0.48,6345.55998593966
-0.46,1795.43272106263
-0.44,1768.54866287247
-0.42,1741.96336435974
-0.4,1715.71065465723
-0.38,1689.82337806403
-0.36,1664.33321403684
-0.34,1639.27050770942
-0.32,1614.66411284414
-0.3,1590.54124888165
-0.28,1566.92737348786
-0.26,1543.84607170985
-0.24,1521.31896255389
-0.22,1499.36562349618
-0.2,1478.00353314029
-0.18,1457.24803194968
-0.16,1437.11230071791
-0.14,1417.60735619661
-0.12,1398.74206308703
-0.1,1380.52316141777
-0.08,1362.95530818038
-0.0600000000000001,1346.04113197683
-0.04,1329.78129934756
-0.02,1314.17459139451
0,1299.2179892884
0.02,1284.90676725052
0.04,1271.23459162341
0.0600000000000001,1258.1936246895
0.0800000000000001,1245.77463195727
0.1,1233.9670917093
0.12,1222.75930569083
0.14,1212.13850990959
0.16,1202.09098461394
0.18,1192.60216261538
0.2,1183.65673522012
0.22,1175.23875513195
0.24,1167.33173578297
0.26,1159.91874663891
0.28,1152.98250411095
0.3,1146.50545778573
0.32,1140.46987175836
0.34,1134.85790092086
0.36,1129.65166211891
0.38,1124.8333001445
0.4,1120.38504858028
0.42,1116.28928555365
0.44,1112.5285844954
0.46,1109.08576002871
0.48,1105.94390914099
0.5,1103.0864478121
0.52,1100.49714329038
0.54,1098.16014222107
0.56,1096.0599948417
0.58,1094.18167546609
0.6,1092.51059948228
0.62,1091.03263709157
0.64,1089.73412401502
0.66,1088.60186939139
0.68,1087.62316108635
0.7,1086.78576862744
0.72,1086.07794397238
0.74,1085.4884203113
0.76,1085.00640909479
0.78,1084.62159547101
0.8,1084.3241323061
0.82,1084.10463295216
0.84,1083.95416291809
0.86,1083.86423058812
0.88,1083.82677712405
0.9,1083.83416567682
0.92,1083.87917002459
0.94,1083.95496274464
0.96,1084.05510301805
0.98,1084.17352415767
1,1084.30452094142
1.02,1084.4427368257
1.04,1084.5831511059
1.06,1084.72106608449
1.08,1084.85209430028
1.1,1084.9721458667
1.12,1085.07741596073
1.14,1085.1643724995
1.16,1085.22974403595
1.18,1085.27050790089
1.2,1085.28387861448
1.22,1085.26729658612
1.24,1085.21841711869
1.26,1085.13509972944
1.28,1085.01539779716
1.3,1084.85754854279
1.32,1084.65996334803
1.34,1084.4212184146
1.36,1084.1400457649
1.38,1083.81532458323
1.4,1083.44607289511
1.42,1083.03143958127
1.44,1082.57069672152
1.46,1082.06323226296
1.48,1081.50854300598
1.5,1080.90622790116
1.52,1080.25598164926
1.54,1079.55758859627
1.56,1078.81091691515
1.58,1078.01591306538
1.6,1077.17259652152
1.62,1076.28105476183
1.64,1075.34143850755
1.66,1074.35395720406
1.68,1073.31887473453
1.7,1072.2365053573
1.72,1071.10720985777
1.74,1069.93139190633
1.76,1068.70949461339
1.78,1067.44199727332
1.8,1066.1294122889
1.82,1064.77228226818
1.84,1063.37117728619
1.86,1061.92669230355
1.88,1060.43944473495
1.9,1058.91007216019
1.92,1057.33923017104
1.94,1055.72759034714
1.96,1054.07583835482
1.98,1052.38467216243
2,1050.65480036649
2.02,1048.88694062299
2.04,1047.08181817831
2.06,1045.24016449467
2.08,1043.36271596519
2.1,1041.45021271371
2.12,1039.50339747489
2.14,1037.52301455026
